# step walker beta fx x1 x2 x3 weight ancestor
0 0 0.01 755967.5466082494 7.859232185634296 0.02128777329243501 8.220702574012513 1.0 0
1 0 0.01 579993.0952896303 7.890848186469918 0.01439178328194962 8.265758016151786 1.0 0
2 0 0.01 640120.8831247727 7.9001155153776255 0.020632447480910844 8.342568087109976 1.0 0
3 0 0.01 inf 7.9915671222282185 0.007910677736388302 8.293257179494997 1.0 0
4 0 0.01 651850.1434077622 7.9137394743634495 0.021156367457776867 8.354400950210945 1.0 0
5 0 0.01 inf 7.825555301633592 0.004957597878920517 8.371720647688052 1.0 0
6 0 0.01 701799.9740222676 7.955293003493836 0.014352787402603566 8.220837661411649 1.0 0
7 0 0.01 512559.2061751028 7.833139456165841 0.015012389660316658 8.296019372343038 1.0 0
8 0 0.01 449151.13290109916 7.885516662980883 0.015017091049193323 8.430400351704451 1.0 0
9 0 0.01 487658.23677955347 7.8141622644712445 0.010861323354923753 8.193377186308776 1.0 0
10 0 0.01 421885.8837172475 7.699440584125809 0.015658673823503548 8.299044927115869 1.0 0
11 0 0.01 396052.60563061567 7.749273290168027 0.012578977663922632 8.316452112089907 1.0 0
12 0 0.01 526306.3798493771 7.817343387427252 0.012401936755299594 8.197045840200598 1.0 0
13 0 0.01 inf 7.595073737380615 0.007725298102626719 8.185749086992818 1.0 0
14 0 0.01 501640.512835728 7.777908264869443 0.014468898218609519 8.241063458610917 1.0 0
15 0 0.01 376949.3349085263 7.790300347428962 0.012897743273508488 8.400204401196177 1.0 0
16 0 0.01 inf 7.8192054272244595 0.0018833322685579221 8.393397210130384 1.0 0
17 0 0.01 567311.3131211613 7.793676421666271 0.022101563492123513 8.327030058927074 1.0 0
18 0 0.01 387312.53094112687 7.711577698196197 0.017210643686158725 8.399201210987302 1.0 0
19 0 0.01 349423.377603403 7.62514101697319 0.014006520764346305 8.316383371210165 1.0 0
20 0 0.01 inf 7.764796362162925 0.006237647314311734 8.315615330408688 1.0 0
21 0 0.01 inf 7.758716300602801 0.007523332627545532 8.423182372484504 1.0 0
22 0 0.01 322036.75447962433 7.550798089149073 0.016507948612583676 8.356393371687819 1.0 0
23 0 0.01 298396.77627426013 7.5248200226883535 0.019762046368524164 8.446069145375793 1.0 0
24 0 0.01 282655.96843210433 7.379715532334796 0.02956440369824518 8.462456185338729 1.0 0
25 0 0.01 255073.596235761 7.4185937200434795 0.03426880341093846 8.628528157041162 1.0 0
26 0 0.01 289436.7560843844 7.482798125469917 0.036363743007054763 8.602604919348142 1.0 0
27 0 0.01 288234.4108508007 7.437414788087102 0.04511611059938823 8.617035336582877 1.0 0
28 0 0.01 312083.9526349569 7.618963456285133 0.030332349057687974 8.631450276571966 1.0 0
29 0 0.01 338200.2919180759 7.477090693828715 0.03503218627493829 8.471962427659543 1.0 0
30 0 0.01 233406.8983490988 7.362339701236007 0.019372010744075078 8.509177406644058 1.0 0
31 0 0.01 282536.77813167556 7.460843131943883 0.024021482590186556 8.484814267905584 1.0 0
32 0 0.01 217146.6952137967 7.358036395235149 0.0167283366134578 8.554877593773666 1.0 0
33 0 0.01 11400404.433840916 7.451033271132501 0.008881983587448204 8.45262889596908 1.0 0
34 0 0.01 198921.30497525493 7.317753702793855 0.014709743881985912 8.625635150092599 1.0 0
35 0 0.01 187902.41269074025 7.195970361125551 0.025983986839495172 8.721332400938394 1.0 0
36 0 0.01 176754.10206527723 7.173755924675251 0.020477210615562548 8.817487526657276 1.0 0
37 0 0.01 175699.45731186663 7.109624571648212 0.0335429819526224 8.81221621609591 1.0 0
38 0 0.01 192128.45282810353 7.089674977077507 0.042366250340929515 8.66631855980711 1.0 0
39 0 0.01 170303.39317445955 7.155418585957648 0.03631875400422678 8.94288818858864 1.0 0
40 0 0.01 165078.07569157996 7.11136322893798 0.03481200260482489 8.9927673375799 1.0 0
41 0 0.01 159042.3056579823 7.028964124948824 0.04141483181798524 9.043563816159548 1.0 0
42 0 0.01 157996.33604013937 6.963620357440091 0.04234972938867473 9.004391291271116 1.0 0
43 0 0.01 155094.89107760985 6.936391059916057 0.04226402221051489 9.072423366145266 1.0 0
44 0 0.01 155629.29188418595 6.999942295582837 0.038478139698315844 9.144231949592905 1.0 0
45 0 0.01 150570.3957866278 6.774081803140282 0.04086433558549213 9.187926744862182 1.0 0
46 0 0.01 155355.3245256772 6.796814592517196 0.03538678058418185 8.990187012347869 1.0 0
47 0 0.01 152673.68440780754 6.732458589965181 0.040280600564181764 9.003447983251865 1.0 0
48 0 0.01 153558.09308278817 6.980952588265476 0.04622374091359558 9.149681682576723 1.0 0
49 0 0.01 inf 6.966160229325521 0.04459650077669463 9.41039270387823 1.0 0
50 0 0.01 149762.15658206644 6.706141762090452 0.044501179493394674 9.10105367142423 1.0 0
